Ratio,Mean,Max,Min,Std,Range,Temp,Time,Season,Lag-1_Ratio,Lag+1_Ratio
0.4515308,411842.6495000003,584388.7550000005,239296.54400000008,172546.1055000002,345092.21100000036,5.0,4,0,0.217637,0.2914833
0.2914833,466279.7035000002,468219.4350000002,464339.9720000002,1939.7314999999944,3879.462999999989,5.0,5,0,0.4515308,0.3052841
0.3052841,488356.50999999896,502425.3219999982,474287.6979999997,14068.811999999249,28137.623999998497,5.5,6,0,0.2914833,0.2860229
0.2860229,810321.7064999993,908799.7639999981,711843.6490000004,98478.05749999883,196956.11499999766,6.0,7,0,0.3052841,1.0
1.0,2833066.281499996,2862336.0909999977,2803796.4719999935,29269.80950000207,58539.61900000414,6.0,8,0,0.2860229,0.6486547
0.6486547,1837681.7900000052,1929634.027000003,1745729.5530000075,91952.23699999775,183904.4739999955,6.0,9,0,1.0,0.4055753
0.4055753,1228501.4299999997,1696465.3599999992,760537.5000000005,467963.92999999935,935927.8599999987,6.0,10,0,0.6486547,0.8218314
0.8218314,2489354.978500001,2564940.997,2413768.960000002,75586.01849999907,151172.03699999815,6.0,11,0,0.4055753,0.6143501
0.6143501,1860887.2354999972,1975399.074999997,1746375.3959999972,114511.83949999989,229023.67899999977,5.75,12,0,0.8218314,0.1172196
0.1172196,333211.5740000006,458306.1740000008,208116.97400000037,125094.60000000022,250189.20000000045,5.0,13,0,0.6143501,0.1164015
0.1164015,330885.79500000004,489607.6929999998,172163.8970000003,158721.89799999975,317443.7959999995,5.0,14,0,0.1172196,0.2224141
0.2224141,395666.82899999956,534827.1729999994,256506.48499999978,139160.3439999998,278320.6879999996,5.0,15,0,0.1164015,0.2730082
0.2730082,1081574.4445000016,1658327.0190000036,504821.8699999998,576752.5745000019,1153505.1490000037,5.0,16,0,0.2224141,0.4953926
0.4953926,1962593.2764999992,3007366.1149999993,917820.437999999,1044772.8385000002,2089545.6770000001,4.25,17,0,0.2730082,0.2240533
0.2240533,887630.2280000004,1060971.9970000002,714288.4590000005,173341.76899999985,346683.5379999997,4.0,18,0,0.4953926,0.3227947
0.3227947,723741.8079999986,826523.6409999983,620959.9749999987,102781.83299999981,205563.66599999962,4.0,19,0,0.2240533,0.286374
0.286374,623280.6655000004,759517.3440000009,487043.98699999985,136236.6785000005,272473.357000001,4.0,20,0,0.3227947,0.700592
0.700592,1524808.2240000009,2159014.497,890601.9510000017,634206.2729999991,1268412.5459999982,3.0,21,0,0.286374,0.7819293
0.7819293,1701835.382000001,1739541.5030000005,1664129.2610000013,37706.12099999958,75412.24199999915,3.0,22,0,0.700592,0.1109069
0.1109069,207216.60149999987,234890.17899999963,179543.02400000015,27673.577499999737,55347.154999999475,3.0,23,0,0.7819293,0.1231114
0.1231114,213697.64400000038,247020.72900000034,180374.55900000042,33323.08499999996,66646.16999999993,3.0,0,0,0.1109069,0.1417515
0.1417515,166674.92849999975,170209.13399999973,163140.72299999974,3534.2054999999964,7068.410999999993,3.5,1,0,0.1231114,0.2338296
0.2338296,213276.68500000014,253304.20700000014,173249.16300000015,40027.522,80055.044,16.5,2,0,0.1417515,0.1779369
0.1779369,162296.76450000005,176957.67300000033,147635.8559999998,14660.908500000267,29321.817000000534,1.5,3,0,0.2338296,0.1996828
0.1996828,182131.3264999998,198560.86199999953,165701.79100000006,16429.535499999736,32859.07099999947,0.0,4,0,0.1779369,0.1989558
0.1989558,318265.28600000014,441436.96800000063,195093.60399999964,123171.6820000005,246343.364000001,0.0,5,0,0.1996828,0.188201
0.188201,301061.1584999999,322757.17000000004,279365.14699999976,21696.01150000014,43392.02300000028,0.0,6,0,0.1989558,0.2624833
0.2624833,743632.6089999997,1025795.626,461469.59199999936,282163.01700000034,564326.0340000007,0.0,7,0,0.188201,0.2153293
0.2153293,610042.2105,631553.3859999998,588531.0350000001,21511.175499999837,43022.350999999675,0.0,8,0,0.2624833,0.1954056
0.1954056,553597.0545000003,561925.2300000001,545268.8790000004,8328.175499999837,16656.350999999675,0.75,9,0,0.2153293,0.0947183
0.0947183,286904.95049999986,328237.604,245572.2969999997,41332.653500000146,82665.30700000029,1.0,10,0,0.1954056,0.1994869
0.1994869,604252.7050000002,924983.8180000007,283521.59199999965,320731.1130000005,641462.226000001,1.0,11,0,0.0947183,0.1489641
0.1489641,451217.24749999994,600335.8279999997,302098.6670000002,149118.58049999978,298237.16099999956,1.0,12,0,0.1994869,0.0895392
0.0895392,254526.50899999996,261840.66299999997,247212.35499999995,7314.15400000001,14628.30800000002,1.0,13,0,0.1489641,0.2041681
0.2041681,580373.5064999997,693056.9709999996,467690.04199999967,112683.46449999994,225366.9289999999,1.0,14,0,0.0895392,0.1281568
0.1281568,227986.39899999992,268788.04599999986,187184.752,40801.646999999924,81603.29399999985,1.75,15,0,0.2041681,0.1058397
0.1058397,419304.2320000001,465292.74099999963,373315.7230000006,45988.508999999525,91977.01799999905,1.25,16,0,0.1281568,0.2049855
0.2049855,812089.5974999997,1087959.9949999999,536219.1999999995,275870.3975000002,551740.7950000004,2.0,17,0,0.1058397,0.1604019
0.1604019,635462.8429999984,670881.1869999965,600044.4990000002,35418.34399999818,70836.68799999636,2.0,18,0,0.2049855,0.2251917
0.2251917,504904.9235000004,529917.8550000004,479891.9920000003,25012.931500000064,50025.86300000013,1.25,19,0,0.1604019,0.3183797
0.3183797,692939.7009999999,805320.9219999996,580558.4800000001,112381.22099999973,224762.44199999946,1.0,20,0,0.2251917,0.470442
0.470442,1023896.6135000004,1603556.7620000015,444236.4649999995,579660.148500001,1159320.297000002,0.0,21,0,0.3183797,0.745439
0.745439,1622415.8515000006,1730499.1540000008,1514332.5490000003,108083.30250000022,216166.60500000045,0.0,22,0,0.470442,0.1150477
0.1150477,214953.2889999999,254841.18899999998,175065.38899999982,39887.90000000008,79775.80000000016,0.0,23,0,0.745439,0.1243361
0.1243361,215823.42500000005,219515.43600000002,212131.41400000008,3692.0109999999695,7384.021999999939,1.0,0,0,0.1150477,0.1484513
0.1484513,174552.7065000003,175355.02600000025,173750.38700000034,802.3194999999541,1604.6389999999083,0.0,1,0,0.1243361,0.2299524
0.2299524,209740.29550000024,258303.64800000028,161176.94300000017,48563.35250000005,97126.7050000001,0.0,2,0,0.1484513,0.1917747
0.1917747,174918.3229999999,196108.93999999977,153727.706,21190.616999999882,42381.233999999764,14.5,3,0,0.2299524,0.2206513
0.2206513,201256.73300000007,238024.62700000015,164488.83899999995,36767.8940000001,73535.7880000002,0.0,4,0,0.1917747,0.7737203
0.7737203,615706.6544999992,877018.8659999992,354394.44299999933,261312.21149999995,522624.4229999999,0.0,5,0,0.2206513,0.8079762
0.8079762,795774.1575000001,895040.7579999998,696507.5570000004,99266.60049999971,198533.20099999942,0.0,6,0,0.7737203,0.2445003
0.2445003,692685.5584999998,759798.4609999992,625572.6560000003,67112.90249999944,134225.8049999989,0.0,7,0,0.8079762,0.1900813
0.1900813,538512.8229999999,555044.7879999996,521980.8580000001,16531.964999999735,33063.92999999947,0.0,8,0,0.2445003,0.7386442
0.7386442,2092628.1005000004,2572006.3150000027,1613249.885999998,479378.21450000233,958756.4290000047,0.0,9,0,0.1900813,0.137312
0.137312,415922.65649999987,455062.97799999965,376782.3350000001,39140.32149999979,78280.64299999957,0.25,10,0,0.7386442,0.8631393
0.8631393,2614478.2134999996,3705027.2399999974,1523929.187000002,1090549.0264999978,2181098.0529999956,1.0,11,0,0.137312,0.3582046
0.3582046,1085013.9764999994,1822994.413999999,347033.5389999999,737980.4374999995,1475960.874999999,1.0,12,0,0.8631393,0.0787258
0.0787258,223788.02999999997,279980.94900000014,167595.1109999998,56192.91900000017,112385.83800000034,2.0,13,0,0.3582046,0.0849035
0.0849035,241348.913,253052.65700000038,229645.16899999965,11703.74400000037,23407.48800000074,2.0,14,0,0.0787258,0.1101527
0.1101527,195957.7474999999,214987.4419999999,176928.05299999993,19029.694499999983,38059.38899999997,2.0,15,0,0.0849035,0.0484438
0.0484438,191919.47649999976,208256.9539999997,175581.99899999984,16337.477499999935,32674.95499999987,2.0,16,0,0.1101527,0.1274199
0.1274199,504798.6499999999,616834.5909999994,392762.70900000044,112035.9409999995,224071.881999999,2.0,17,0,0.0484438,0.2428256
0.2428256,962000.5334999987,1066493.4069999983,857507.6599999992,104492.87349999952,208985.74699999904,1.25,18,0,0.1274199,0.9574744
0.9574744,2146764.653500003,2353361.5000000037,1940167.8070000024,206596.84650000068,413193.69300000137,1.0,19,0,0.2428256,0.4798049
0.4798049,1044274.6624999992,1147671.0499999996,940878.2749999986,103396.38750000048,206792.77500000095,0.0,20,0,0.9574744,0.0945932
0.0945932,205878.02350000004,245433.59500000053,166322.45199999955,39555.571500000486,79111.14300000097,0.0,21,0,0.4798049,0.0913502
0.0913502,198819.86849999998,233709.10000000006,163930.63699999993,34889.23150000007,69778.46300000013,-0.5,22,0,0.0945932,0.0934492
0.0934492,174599.0345000003,187431.2380000004,161766.8310000002,12832.20350000009,25664.40700000018,-1.0,23,0,0.0913502,0.1368276
0.1368276,237506.31600000005,288681.87899999996,186330.7530000001,51175.56299999992,102351.12599999984,-1.0,0,0,0.0934492,0.139402
0.139402,163912.30699999997,165027.99999999988,162796.61400000003,1115.6929999999265,2231.385999999853,-2.0,1,0,0.1368276,0.2136721
0.2136721,194890.93650000024,247338.14500000037,142443.7280000001,52447.20850000014,104894.41700000028,-1.5,2,0,0.139402,0.1937841
0.1937841,176751.09699999972,206226.59499999942,147275.599,29475.497999999716,58950.99599999943,0.0,3,0,0.2136721,0.1807386
0.1807386,164852.18050000007,170005.50300000026,159698.8579999999,5153.322500000184,10306.645000000368,-3.0,4,0,0.1937841,0.2687093
0.2687093,213831.9430000002,217549.269,210114.61700000043,3717.3259999997827,7434.651999999565,-3.25,5,0,0.1807386,0.2425212
0.2425212,238858.59549999927,293442.18199999887,184275.00899999967,54583.5864999996,109167.1729999992,-3.5,6,0,0.2687093,0.2969242
0.2969242,841205.9140000007,1261454.744000002,420957.0839999994,420248.8300000013,840497.6600000027,-2.5,7,0,0.2425212,0.1286704
0.1286704,364531.65299999923,573318.8159999984,155744.4900000001,208787.16299999913,417574.32599999825,-2.0,8,0,0.2969242,0.0577634
0.0577634,163647.42100000003,171304.94100000017,155989.90099999987,7657.52000000015,15315.0400000003,-2.0,9,0,0.1286704,0.0733602
0.0733602,222210.52050000004,233558.79399999994,210862.24700000012,11348.273499999908,22696.546999999817,-2.0,10,0,0.0577634,0.0684512
0.0684512,207340.95749999996,243125.77899999983,171556.1360000001,35784.821499999875,71569.64299999975,-2.0,11,0,0.0733602,0.2340879
0.2340879,709060.1304999995,1134553.1529999985,283567.10800000053,425493.02249999903,850986.0449999981,-2.0,12,0,0.0684512,0.1470751
0.1470751,418079.4414999996,674315.0919999994,161843.79099999982,256235.65049999979,512471.3009999995,-2.0,13,0,0.2340879,0.0839251
0.0839251,238567.59250000003,295144.9290000003,181990.2559999998,56577.336500000245,113154.6730000005,-1.0,14,0,0.1470751,0.1725605
0.1725605,306979.07650000043,355110.6650000005,258847.48800000033,48131.588500000085,96263.17700000017,-1.0294117647058822,15,0,0.0839251,0.0586148
0.0586148,232213.68449999983,247281.39499999967,217145.974,15067.710499999841,30135.420999999682,-1.1470588235294117,16,0,0.1725605,0.0718883
0.0718883,284799.4259999997,312262.09499999933,257336.757,27462.66899999966,54925.33799999932,-1.2647058823529411,17,0,0.0586148,0.562521
0.562521,2228535.2690000026,3344517.7650000043,1112552.7730000007,1115982.496000002,2231964.9920000033,-1.3823529411764706,18,0,0.0718883,0.385645
0.385645,864659.1340000001,867770.5360000002,861547.7319999998,3111.4020000001765,6222.804000000353,-1.5,19,0,0.562521,0.6555991
0.6555991,1426883.0825000003,1995576.6730000007,858189.492,568693.5905000004,1137387.1810000008,-1.6176470588235294,20,0,0.385645,0.7129532
0.7129532,1551711.722,1824044.0089999996,1279379.4350000003,272332.28699999966,544664.5739999993,-1.7352941176470589,21,0,0.6555991,0.3595317
0.3595317,782505.1394999996,1178177.1009999996,386833.1779999997,395671.9615,791343.9229999998,-1.8529411764705879,22,0,0.7129532,0.152408
0.152408,284756.5780000001,304902.9000000002,264610.256,20146.322000000102,40292.644000000204,-1.9705882352941178,23,0,0.3595317,0.0920913
0.0920913,159852.78399999984,166466.9919999997,153238.57599999997,6614.207999999868,13228.415999999736,-2.0,0,0,0.152408,0.2000423
0.2000423,235214.70399999985,238307.08399999983,232122.32399999988,3092.3799999999756,6184.759999999951,-2.0,1,0,0.0920913,0.1786083
0.1786083,162909.1454999998,174326.13899999944,151492.1520000002,11416.993499999619,22833.986999999237,-3.0,2,0,0.2000423,0.1913918
0.1913918,174569.00300000008,178506.0940000003,170631.91199999984,3937.091000000233,7874.182000000466,-3.0,3,0,0.1786083,0.4784478
0.4784478,436393.6445000002,620206.4670000001,252580.8220000004,183812.82249999983,367625.64499999967,0.5,4,0,0.1913918,0.6068243
0.6068243,482895.07099999965,642042.0989999995,323748.0429999999,159147.0279999998,318294.0559999996,-1.1875,5,0,0.4784478,0.3505344
0.3505344,345240.5860000005,408440.1620000004,282041.0100000006,63199.57599999991,126399.15199999983,-1.4375,6,0,0.6068243,0.1415122
0.1415122,400913.34699999995,440821.90599999984,361004.78800000006,39908.55899999989,79817.11799999978,-1.6875,7,0,0.3505344,0.5890769
0.5890769,1668893.7645000014,2436095.6970000016,901691.8320000013,767201.9325000001,1534403.8650000002,-1.9375,8,0,0.1415122,0.2709267
0.2709267,767553.326000001,1045573.3230000009,489533.32900000125,278019.9969999998,556039.9939999997,-3.5,9,0,0.5890769,0.9254648
0.9254648,2803264.0570000038,2955513.827000003,2651014.287000004,152249.76999999932,304499.53999999864,-3.7391304347826093,10,0,0.2709267,1.0
1.0,3029033.7785000047,3189274.8080000053,2868792.749000004,160241.02950000064,320482.0590000013,-3.391304347826087,11,0,0.9254648,0.4424676
0.4424676,1340249.237500001,1698167.2270000011,982331.2480000007,357917.9895000002,715835.9790000004,-3.0434782608695654,12,0,1.0,1.0
1.0,2842625.7155000013,3884388.642000003,1800862.7889999996,1041762.9265000016,2083525.8530000031,-2.6956521739130435,13,0,0.4424676,0.4930097
0.4930097,1401442.1334999995,1561569.3269999991,1241314.9399999997,160127.1934999997,320254.3869999994,-2.3478260869565224,14,0,1.0,0.9874643
0.9874643,1756664.2214999974,1802513.4669999983,1710814.9759999965,45849.24550000089,91698.49100000178,-2.0,15,0,0.4930097,0.1993327
0.1993327,789694.9850000006,1214698.0120000013,364691.9579999998,425003.0270000007,850006.0540000014,-1.6521739130434783,16,0,0.9874643,0.1234041
